Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
SoC Design Verification Engineer,Principal SOC Pre-Silicon Verification Engineer- HBM Design,Micron Technology,"Richardson, Dallas",169845.83 - 169845.83,Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storag...,169845.83,169845.83,169845.83
SoC Design Verification Engineer,Senior SOC Pre-Silicon Verification Engineer- HBM Design,"Micron Technology, Inc.","Buckingham, Dallas",156561.55 - 156561.55,Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storag...,156561.55,156561.55,156561.55
SoC Design Verification Engineer,Design Verification Engineer,Niobium,"Dayton, Montgomery County",119300.26 - 119300.26,"SoC Engineer - Design Verification Engineer At Niobium Microsystems, we develop high performance microelectronic products to enable the secure collect...",119300.26,119300.26,119300.26
SoC Design Verification Engineer,Machine Learning System Software Architect,Baidu USA,"Sunnyvale, Santa Clara County",144230.16 - 144230.16,"Do you want to be part of the AI revolution? Do you want to think out of the box, thriving on challenges in AI industry and the desire to solve them? ...",144230.16,144230.16,144230.16
SoC Design Verification Engineer,Machine Learning System Hardware Architect,Baidu USA,"Sunnyvale, Santa Clara County",157135.34 - 157135.34,"Do you want to be part of the AI revolution? Do you want to think out of the box, thriving on challenges in the AI industry and the desire to solve th...",157135.34,157135.34,157135.34
SoC Design Verification Engineer,Sr Physical Design Engineer (STA / Timing) - Onsite,Encore Semi,"Huntington, Orange County",Not listed,Job Title: Sr STA Engineer Full-time / Contract Work Status: US Citizen / US Permanent Resident Location: Irvine CA ( Onsite) no remote/Hybrid As a Se...,,,
SoC Design Verification Engineer,Design Verification Engineer,Meta,"Redmond, King County",112538.44 - 112538.44,Summary: Meta's Reality Labs (RL) focuses on delivering Meta's vision through Augmented Reality (AR). Compute power requirements of Augmented Reality ...,112538.44,112538.44,112538.44
SoC Design Verification Engineer,Design Verification Engineer,Meta,"Tarrytown, Travis County",117032.28 - 117032.28,Summary: Meta's Reality Labs (RL) focuses on delivering Meta's vision through Augmented Reality (AR). Compute power requirements of Augmented Reality ...,117032.28,117032.28,117032.28
SoC Design Verification Engineer,Automotive Marketing Manager,Arm limited,"San Jose, Santa Clara County",97032.7 - 97032.7,"Arm is building the future of computing. From fueling the smartphone revolution to powering the world's fastest supercomputer, our technology is every...",97032.7,97032.7,97032.7
Post Silicon Validation,Post Silicon Validation,Tanisha Systems,"Cupertino, Santa Clara County",124363.11 - 124363.11,Role: Post Silicon Validation Location: Sunnyvale CA or Redmond WA Type: Fulltime Job Description: Responsible for SoC and E2E system validation plan ...,124363.11,124363.11,124363.11
Post Silicon Validation,Post Silicon Validation Engineer,PDDN INC.,"San Jose, Santa Clara County",105906.77 - 105906.77,"Job Description Role : Post Silicon Validation Engineer Location : San Jose, CA (Hybrid option available) Job Type : Contract Interview : Phone/Skype ...",105906.77,105906.77,105906.77
Post Silicon Validation,Post Silicon Validation and Application Engineer,Cisco,"San Jose, Santa Clara County",150885.03 - 150885.03,"The application window is expected to close on 5/3/25. This role will work onsite out of our San Jose, CA office. The Common Hardware Group (CHG) deli...",150885.03,150885.03,150885.03
Post Silicon Validation,ASIC Post Silicon Validation Tech Leader,Cisco,"San Jose, Santa Clara County",139559.56 - 139559.56,The application window is expected to close on 3/30/25 This is an onsite role and will require working out of the Milpitas/San Jose office Meet the Te...,139559.56,139559.56,139559.56
Post Silicon Validation,Sr. Engineer - Post-silicon Validation and Debug,Intel,"Orenco, Washington County",163650.67 - 163650.67,Job Description Intel is shaping the future of technology to help create a better future for the entire world. Our work in pushing forward fields like...,163650.67,163650.67,163650.67
Post Silicon Validation,Analog IP Post-Silicon Validation Engineer,Apple,"Tarrytown, Travis County",123837.16 - 123837.16,"Analog IP Post-Silicon Validation Engineer Austin,Texas,United States Hardware In this highly visible role, you will perform lab characterization and ...",123837.16,123837.16,123837.16
Post Silicon Validation,Analog IP Post-Silicon Validation Engineer,Apple,"Austin, Travis County",105904.95 - 105904.95,"In this highly visible role, you will perform lab characterization and validation of various analog & mixed signal embedded circuits; and collaborate ...",105904.95,105904.95,105904.95
Post Silicon Validation,Mixed Signal IP Post-Silicon Validation Engineer,Apple,"South Waltham, Middlesex County",122926.89 - 122926.89,"Mixed Signal IP Post-Silicon Validation Engineer Waltham,Massachusetts,United States Hardware At Apple, we work every single day to craft products tha...",122926.89,122926.89,122926.89
Post Silicon Validation,Mixed Signal IP Post-Silicon Validation Engineer,APPLE,"Waltham, Middlesex County",116009.41 - 116009.41,"At Apple, we work every single day to craft products that enrich people’s lives. Do you love working on challenges that no one has solved yet? Do you ...",116009.41,116009.41,116009.41
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation,Apple,"Cupertino, Santa Clara County",174225.5 - 174225.5,"Analog Mixed Signal IP Post Silicon Validation Cupertino,California,United States Hardware In this highly visible role, you will perform lab character...",174225.5,174225.5,174225.5
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation,Apple,"Cupertino, Santa Clara County",171421.36 - 171421.36,"Analog Mixed Signal IP Post Silicon Validation Cupertino,California,United States Hardware In this highly visible role, you will perform lab character...",171421.36,171421.36,171421.36
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation,Apple,"Cupertino, Santa Clara County",164206.6 - 164206.6,"Analog Mixed Signal IP Post Silicon Validation Cupertino,California,United States Hardware In this highly visible role, you will perform lab character...",164206.6,164206.6,164206.6
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation,Apple,"Cupertino, Santa Clara County",Not listed,"In this highly visible role, you will perform lab characterization and validation of various analog & mixed signal embedded circuits; and collaborate ...",,,
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation - DDR Memory,Apple,"Cupertino, Santa Clara County",178607.86 - 178607.86,"Analog Mixed Signal IP Post Silicon Validation - DDR Memory Cupertino,California,United States Hardware In this highly visible role, you will perform ...",178607.86,178607.86,178607.86
Post Silicon Validation,Analog Mixed Signal IP Post Silicon Validation – DDR Memory,Apple,"Cupertino, Santa Clara County",Not listed,"In this highly visible role, you will perform lab characterization and validation of various analog & mixed signal embedded circuits; and collaborate ...",,,
Post Silicon Validation,"CPU Post-Silicon Validation Engineer - Multiple Levels (San Diego, Santa Clara, and Austin)",Qualcomm,"San Diego, San Diego County",106148.33 - 106148.33,"Company: Qualcomm Technologies, Inc. Job Area: Engineering Group, Engineering Group > CPU Engineering General Summary: As a ""CPU Silicon Bring up and ...",106148.33,106148.33,106148.33
Post Silicon Validation,"CPU Post-Silicon Validation Engineer - Multiple Levels (San Diego, Santa Clara, and Austin)",Qualcomm,"Holy, Santa Clara County",114267.39 - 114267.39,"Company: Qualcomm Technologies, Inc. Job Area: Engineering Group, Engineering Group > CPU Engineering General Summary: As a ""CPU Silicon Bring up and ...",114267.39,114267.39,114267.39
Post Silicon Validation,"CPU Post-Silicon Validation Engineer - Multiple Levels (San Diego, Santa Clara, and Austin)",Qualcomm,"Tarrytown, Travis County",108119.45 - 108119.45,"Company: Qualcomm Technologies, Inc. Job Area: Engineering Group, Engineering Group > CPU Engineering General Summary: As a ""CPU Silicon Bring up and ...",108119.45,108119.45,108119.45
Post Silicon Validation,SoC Post-silicon Debug and Functional Validation Engineer,Intel,"Orenco, Washington County",145452.89 - 145452.89,Job Description Intel is shaping the future of technology to help create a better future for the entire world. Our work in pushing forward fields like...,145452.89,145452.89,145452.89
Post Silicon Validation,SoC Post-silicon Debug and Functional Validation Engineer,Intel,"Orenco, Washington County",146540.86 - 146540.86,Job Description Intel is shaping the future of technology to help create a better future for the entire world. Our work in pushing forward fields like...,146540.86,146540.86,146540.86
Post Silicon Validation,Senior Linux Engineer - C++ :: Remote - PST Hours,Pro Talent Crafter,"Tenderloin, San Francisco",Not listed,Title: Senior Linux Engineer Duration: 12 months Location: Remote Mode of interview: Video We are seeking a Senior Linux Application Developer with a ...,,,
Post Silicon Validation,ML/AI Engineer - CAD Infrastructure,Tenstorrent,US,Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,Senior Linux Engineer - C++ :: Remote - PST Hours,Pro Talent Crafter,"San Francisco, California",124169.46 - 124169.46,Job Description Job Description Title: Senior Linux Engineer Duration: 12 months Location: Remote Mode of interview: Video We are seeking a Senior Lin...,124169.46,124169.46,124169.46
Post Silicon Validation,GPU Validation Engineer,Intel,"Folsom, Sacramento County",134999.77 - 134999.77,"Job Description As a GPU Validation Engineer in the semiconductor industry, you'll play a pivotal role in ensuring the quality and reliability of GPUs...",134999.77,134999.77,134999.77
Post Silicon Validation,Apps and Validation Intern,Renesas Electronics,"Tempe, Maricopa County",63945.13 - 63945.13,Job Description Our Application and Validation Engineering team is looking for a talented EE/ECE student to join our Full-Time team this Summer 2025 i...,63945.13,63945.13,63945.13
Post Silicon Validation,GPU Validation Engineer,Intel,"Folsom, Sacramento County",139851.61 - 139851.61,"Job Description The main responsibilities of the job includes: Define, develop, and perform functional validation for GPUs in post-silicon environment...",139851.61,139851.61,139851.61
Post Silicon Validation,Silicon Validation Engineer,ManpowerGroup,"Morrisville, Wake County",97530.91 - 97530.91,"Our client, a leader in the technology industry, is seeking a Silicon Validation Engineer to join their team. As a Silicon Validation Engineer, you wi...",97530.91,97530.91,97530.91
Post Silicon Validation,Silicon Validation Engineer,ManpowerGroup,"Mountain View, Santa Clara County",110191.9 - 110191.9,"Our client, a leader in the technology industry, is seeking a Silicon Validation Engineer to join their team. As a Silicon Validation Engineer, you wi...",110191.9,110191.9,110191.9
Post Silicon Validation,Silicon Validation Engineer,ManpowerGroup,"Tarrytown, Travis County",109330.11 - 109330.11,"Our client, a leader in the technology industry, is seeking a Silicon Validation Engineer to join their team. As a Silicon Validation Engineer, you wi...",109330.11,109330.11,109330.11
Post Silicon Validation,Firmware Architect,Intel,"Hillsboro, Washington County",176880.06 - 176880.06,"Intel put the Silicon in Silicon Valley. No one else is this obsessed with engineering a brighter future. Every day, we create world changing technolo...",176880.06,176880.06,176880.06
Post Silicon Validation,Firmware Architect,Intel,"Santa Clara, Santa Clara County",196897.44 - 196897.44,"Intel put the Silicon in Silicon Valley. No one else is this obsessed with engineering a brighter future. Every day, we create world changing technolo...",196897.44,196897.44,196897.44
Post Silicon Validation,Senior Design Engineer,Nvidia Usa,"California, US",Not listed,We are now looking for a Senior Hardware Design Engineer for our Tegra group NVIDIA is seeking passionate Senior Hardware Design Engineers to architec...,,,
Post Silicon Validation,Design-for-Test (DFT) & ATPG Engineer,HIKINEX,"Austin, Travis County",108789.06 - 108789.06,Job Description Job Description Job Overview: We are looking for a DFT and ATPG specialist to contribute to the development and validation of digital ...,108789.06,108789.06,108789.06
Post Silicon Validation,Sr./Staff ASIC Design Engineer,Omnivision,"Santa Clara, Santa Clara County",Not listed,Description Responsibilities: Design and implement module level micro-architecture Participate in top-level implementation and integration Participate...,,,
Post Silicon Validation,"ASIC IP Design Manager, Reality Labs",Meta,"Tarrytown, Travis County",132637.97 - 132637.97,"Summary: A great opportunity to unlock your potential in the fields of Audio, Computer Vision, and Image Processing. If you are a experienced ASIC des...",132637.97,132637.97,132637.97
Post Silicon Validation,Design Verification Engineer,Global Placement Firm,"Tucson, Pima County",96922.27 - 96922.27,""" Company seeking for an entrepreneurial individual to join their Tucson, AZ integrated circuit development team Responsibilities: Responsible for dri...",96922.27,96922.27,96922.27
Post Silicon Validation,"ASIC Design Engineer, Blink/Ring ASIC Team, Blink",Amazon,"North Reading, Middlesex County",128412.66 - 128412.66,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our team works on state-of-the art...,128412.66,128412.66,128412.66
Post Silicon Validation,"ASIC Design Engineer, Blink/Ring ASIC Team, Blink",AMAZON,"Hawthorne, Los Angeles County",117466.02 - 117466.02,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our team works on state-of-the art...,117466.02,117466.02,117466.02
Post Silicon Validation,"ASIC Design Engineer, Blink/Ring ASIC Team, Blink",AMAZON,"Sunnyvale, Santa Clara County",122564.24 - 122564.24,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our team works on state-of-the art...,122564.24,122564.24,122564.24
Post Silicon Validation,"ASIC Design Engineer, Blink/Ring ASIC Team, Blink",Amazon,"Tarrytown, Travis County",124226.55 - 124226.55,Description Join the team which delivers highly differentiated silicon into Blink and Ring battery powered devices. Our team works on state-of-the art...,124226.55,124226.55,124226.55
Post Silicon Validation,Senior Power Integrity Engineer,Nvidia Usa,"California, US",Not listed,"NVIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined mod...",,,
Post Silicon Validation,"Director, Client and Graphics Memory Systems Engineering Job at Advanced Micro D","Advanced Micro Devices, Inc","Austin, Travis County",89774.65 - 89774.65,"Overview: WHAT YOU DO AT AMD CHANGES EVERYTHING We care deeply about transforming lives with AMD technology to enrich our industry, our communities, a...",89774.65,89774.65,89774.65
Post Silicon Validation,"Production Systems Engineer, AI Systems",Meta,"International, King County",89098.27 - 89098.27,Summary: Meta is seeking a Systems Engineer to join our Release to Production (RTP) team working on Meta Training and Inference Accelerator (MTIA) pro...,89098.27,89098.27,89098.27
Post Silicon Validation,Memory Tuning and Qualification Lead Engineer - Discrete Graphics Job at Intel i,Intel,"Toronto, Jefferson County",119112.79 - 119112.79,Job Details: Job Description: The memory sub-system validation engineer is responsible to drive and deliver pre- and post-silicon validation and chara...,119112.79,119112.79,119112.79
Post Silicon Validation,"Production Systems Engineer, AI Systems",Meta,"Tarrytown, Travis County",90644.06 - 90644.06,Summary: Meta is seeking a Systems Engineer to join our Release to Production (RTP) team working on Meta Training and Inference Accelerator (MTIA) pro...,90644.06,90644.06,90644.06
Post Silicon Validation,Design Verification Manager,SJ Alphawave Semi,"San Jose, Jim Wells County",Not listed,The Opportunity We're looking for the Wavemakers of tomorrow. Alphawave Semi enables tomorrow’s future by accelerating the critical data communication...,,,
Post Silicon Validation,Senior MCU Validation Engineer,Silicon Laboratories,"Austin, Travis County",Not listed,"We are Silicon Labs. We are a leader in secure, intelligent wireless technology for a more connected world. Our integrated hardware and software platf...",,,
Post Silicon Validation,"Embedded Systems Engineer | San Francisco Bay Area, CA - Hybrid",ZipRecruiter,"Hayes Valley, San Francisco",165187.95 - 165187.95,"Title: Embedded Systems Engineer Duration: 12 months Location: San Francisco Bay Area, CA (must be local for hybrid 3 days a week) Mode of interview: ...",165187.95,165187.95,165187.95
Post Silicon Validation,Sr. Design Verification Engineer (Silicon Engineering),SpaceX,"Sunnyvale, Santa Clara County",Not listed,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. ...,,,
Post Silicon Validation,SoC Design Engineer - Manual Debug Team,Intel,"Orenco, Washington County",118345.33 - 118345.33,Job Description Come join Intel's Design Development Group organization as an SOC Manual Debug Team engineering focused on speeding up post silicon de...,118345.33,118345.33,118345.33
Post Silicon Validation,Sr. Design Verification Engineer (Silicon Engineering),SpaceX,"Redmond, King County",Not listed,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. ...,,,
Post Silicon Validation,Sr. Design Verification Engineer (Silicon Engineering),SpaceX,"Irvine, Orange County",Not listed,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. ...,,,
Post Silicon Validation,Verification Engineer,Achronix Semiconductor,"Santa Clara, Santa Clara County",139289.9 - 139289.9,"Achronix Semiconductor Corporation is a fabless semiconductor corporation based in Santa Clara, California, offering high-performance FPGA solutions. ...",139289.9,139289.9,139289.9
Post Silicon Validation,Hardware Design Engineer 3,Signature Consultants,"Morrisville, Wake County",Not listed,Position Summary: We are seeking a highly skilled Hardware Design Engineer to join our custom circuit design team. The ideal candidate will have exper...,,,
Post Silicon Validation,Technical Design Manager Job at The SWATCH Group in Los Angeles,The SWATCH Group,"Los Angeles, Los Angeles County",159951.81 - 159951.81,Job description We are looking for an accomplished people leader with a proven track record in managing cross-functional teams to deliver low-power RF...,159951.81,159951.81,159951.81
Post Silicon Validation,Cluster Test Engineer,AMAX,"Sunol, Alameda County",Not listed,"Salary range: $110,000- 130,000 annually We are looking for a Cluster Test Engineer to join the AMAX solution engineering group for computing solution...",,,
Post Silicon Validation,Sr. Principal Design verification engineer,Cadence Systems,"Austin, Travis County",131116.45 - 131116.45,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Responsibilities Become a PoC for as...",131116.45,131116.45,131116.45
Post Silicon Validation,VLSI Hardware Engineer,SambaNova Systems,"Palo Alto, Santa Clara County",108193.83 - 108193.83,"The era of pervasive AI has arrived. In this era, organizations will use generative AI to unlock hidden value in their data, accelerate processes, red...",108193.83,108193.83,108193.83
Post Silicon Validation,ASIC Engineer,Meta,"Tarrytown, Travis County",95391.61 - 95391.61,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow busine...",95391.61,95391.61,95391.61
Post Silicon Validation,RF and Transistor-level Design Engineer,SIS,"Thousand Oaks, Ventura County",157237.6 - 157237.6,RF and T ransistor-level Design Engineer ( Principal level position) (Transistor-level design of integrated circuits) (RF/SiPho/TIA/CMOS/SiGe ) Thousa...,157237.6,157237.6,157237.6
Post Silicon Validation,Analog/Mixed Signal Architect,Altera Corporation,"San Jose, Santa Clara County",140514.97 - 140514.97,"Job Details: Job Description: Develops and drives analog and mixed signal IP architectures, signal processing algorithms, and calibration algorithms f...",140514.97,140514.97,140514.97
Post Silicon Validation,Silicon Validation Software Engineer: Embedded and Low-level Programming,Apple,"Waltham, Middlesex County",176569.95 - 176569.95,"At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to yo...",176569.95,176569.95,176569.95
Post Silicon Validation,Analog Design Intern,151 Semiconductor Components Industries,"Richardson, Dallas",94903.62 - 94903.62,Description Job Summary: onsemi (Nasdaq: ON) is driving disruptive innovations to help build a better future. With a focus on automotive and industria...,94903.62,94903.62,94903.62
Post Silicon Validation,Senior ASIC Design Engineer,Nvidia Usa,"Durham, Washington County",Not listed,We are now looking for a Senior ASIC Design Engineer. NVIDIA is seeking ASIC Design Engineers to implement the world’s leading SoC's and GPU's. This p...,,,
Post Silicon Validation,ASIC Engineering Technical Lead- DFT,Cisco,"San Jose, Santa Clara County",171270.38 - 171270.38,The application window is expected to close on 3/30/25 This is an onsite role and will require working out of the Milpitas/San Jose office Meet the Te...,171270.38,171270.38,171270.38
Post Silicon Validation,GPU Design Verification Engineer,Apple,"Orlando, Orange County",119392.56 - 119392.56,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Br...",119392.56,119392.56,119392.56
Post Silicon Validation,CPU Core Design Verification Engineer - Contractor,Tenstorrent,US,Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,Sr Design Verification Engineer,Ventana Micro Systems,"Austin, Travis County",157864.73 - 157864.73,Description Ventana Micro Systems is at the forefront of the two hottest trends that are revolutionizing the semiconductor industry: RISC-V and Chiple...,157864.73,157864.73,157864.73
Post Silicon Validation,RTL Engineer- CPU Load/Store Unit (LSU),Tenstorrent,"Austin, Travis County",Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,"ASIC Engineer, Infra Silicon Enablement (Host & Userspace)",Meta,"Tarrytown, Travis County",125990.8 - 125990.8,"Summary: Meta is hiring ASIC Engineers within the Infrastructure organization.As an ASIC Engineer in the Silicon Engineering team, you will be part of...",125990.8,125990.8,125990.8
Post Silicon Validation,Silicon Verification Engineer,ManpowerGroup,"Mountain View, Santa Clara County",117775.05 - 117775.05,"Our client, a leader in technology innovation, is seeking a Silicon Verification Engineer to join their team. As a Silicon Verification Engineer, you ...",117775.05,117775.05,117775.05
Post Silicon Validation,Silicon Verification Engineer,ManpowerGroup,"Tarrytown, Travis County",115423.86 - 115423.86,"Our client, a leader in technology innovation, is seeking a Silicon Verification Engineer to join their team. As a Silicon Verification Engineer, you ...",115423.86,115423.86,115423.86
Post Silicon Validation,Silicon Verification Engineer,ManpowerGroup,"Morrisville, Wake County",103092.18 - 103092.18,"Our client, a leader in technology innovation, is seeking a Silicon Verification Engineer to join their team. As a Silicon Verification Engineer, you ...",103092.18,103092.18,103092.18
Post Silicon Validation,"ASIC Engineer, Infra Silicon Enablement (Host & Userspace)",Meta,"Tarrytown, Travis County",122929.23 - 122929.23,"Summary: Meta is hiring ASIC Engineers within the Infrastructure organization. As an ASIC Engineer in the Silicon Engineering team, you will be part o...",122929.23,122929.23,122929.23
Post Silicon Validation,"ASIC Engineer, Design",Meta,"Tarrytown, Travis County",105877.88 - 105877.88,"Summary: Meta is seeking an ASIC Engineer, Design to join our Infrastructure organization to build cutting edge ASICs in fields such as machine learni...",105877.88,105877.88,105877.88
Post Silicon Validation,Senior DFT Engineer,Nvidia Usa,"California, US",Not listed,"NVIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined mod...",,,
Post Silicon Validation,ASIC Engineering Technical Leader,Cisco,"San Jose, Santa Clara County",174551.12 - 174551.12,The Application window has been extended and expected to close on 03/21/2025. The job posting may be removed earlier if the position is filled or if a...,174551.12,174551.12,174551.12
Post Silicon Validation,Research Engineer- Analog Design,Niobium,"Dayton, Montgomery County",130103.16 - 130103.16,"Research Engineer - Analog Design At Niobium Microsystems, we develop high performance microelectronic products to enable the secure collection, proce...",130103.16,130103.16,130103.16
Post Silicon Validation,Display Silicon Architect,Meta,"Redmond, King County",119132.79 - 119132.79,"Summary: The Display Silicon team, within the broader Display and Optics organization, is seeking a Display Silicon Architect to support the developme...",119132.79,119132.79,119132.79
Post Silicon Validation,CPU Micro Architect / Logic Designer,Ventana Micro Systems,"Austin, Travis County",127990.25 - 127990.25,Description Ventana Micro Systems is at the forefront of the two hottest trends that are revolutionizing the semiconductor industry: RISC-V and Chiple...,127990.25,127990.25,127990.25
Post Silicon Validation,CPU Core Feature Verification and Debug Engineer,Tenstorrent,"Austin, Travis County",Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,"Silicon Validation Engineer, Reality Labs",Meta,"Redmond, King County",122924.2 - 122924.2,Summary: The Reality Labs team is building products that make it easier for people to connect with the ones they love most. We are a team of world-cla...,122924.2,122924.2,122924.2
Post Silicon Validation,GPU Design Verification Engineer,Apple,"Orlando, Orange County",156032.4 - 156032.4,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Br...",156032.4,156032.4,156032.4
Post Silicon Validation,"Silicon Validation Engineer, Reality Labs",Meta,"Tarrytown, Travis County",127833.01 - 127833.01,Summary: The Reality Labs team is building products that make it easier for people to connect with the ones they love most. We are a team of world-cla...,127833.01,127833.01,127833.01
Post Silicon Validation,"Senior Analog Circuit Designer Santa Clara, CA or Irvine, CA",Tbwa Chiat/Day Inc,"Santa Clara, Santa Clara County",123287.68 - 123287.68,Astera Labs is a global leader in purpose-built connectivity solutions that unlock the full potential of AI and cloud infrastructure. Our Intelligent ...,123287.68,123287.68,123287.68
Post Silicon Validation,Senior Analog Circuit Designer,Tbwa Chiat/Day Inc,"Santa Clara, Santa Clara County",130456.64 - 130456.64,Astera Labs is a global leader in purpose-built connectivity solutions that unlock the full potential of AI and cloud infrastructure. Our Intelligent ...,130456.64,130456.64,130456.64
Post Silicon Validation,"Senior Analog Circuit Designer Santa Clara, CA or Irvine, CA",Tbwa Chiat/Day Inc,"Santa Clara, Santa Clara County",121664.38 - 121664.38,Astera Labs is a global leader in purpose-built connectivity solutions that unlock the full potential of AI and cloud infrastructure. Our Intelligent ...,121664.38,121664.38,121664.38
Post Silicon Validation,DFT Methodology - Data Analytics Engineer,Nvidia Usa,"California, US",Not listed,"NVIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined mod...",,,
Post Silicon Validation,Apps and Validation Intern,Renesas,"Guadalupe, Maricopa County",66458.75 - 66458.75,Apps and Validation Intern Job Description Our Application and Validation Engineering team is looking for a talented EE/ECE student to join our Full-T...,66458.75,66458.75,66458.75
Post Silicon Validation,Wireless MAC Design Engineer,Apple,"Sunnyvale, Santa Clara County",Not listed,"Come join Apple’s growing wireless silicon development effort, with its emphasis on highly energy-efficient design and new technologies that transform...",,,
Post Silicon Validation,"Signal and Power Integrity Engineer, Machine Learning",Google,"Sunnyvale, Santa Clara County",Not listed,"Minimum qualifications: PhD degree in Electrical Engineering, Computer Engineering, Computer Science, or a related field, or equivalent practical expe...",,,
Post Silicon Validation,RF and Transistor-level Design Engineer,SIS,"Thousand Oaks, Ventura County",159165.4 - 159165.4,Job Description Job Description RF and T ransistor-level Design Engineer ( Principal level position) (Transistor-level design of integrated circuits) ...,159165.4,159165.4,159165.4
Post Silicon Validation,"Hardware (CPU, GPU, SoC, Digital Design, DV) Engineering Internship - Summer 2025",Qualcomm,"Boxborough, Middlesex County",121579.13 - 121579.13,"Company: Qualcomm Technologies, Inc. Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: Before there were smart...",121579.13,121579.13,121579.13
Post Silicon Validation,"Hardware (CPU, GPU, SoC, Digital Design, DV) Engineering Internship - Summer 2025",Qualcomm,"Tarrytown, Travis County",103812.79 - 103812.79,"Company: Qualcomm Technologies, Inc. Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: Before there were smart...",103812.79,103812.79,103812.79
Post Silicon Validation,"Hardware (CPU, GPU, SoC, Digital Design, DV) Engineering Internship - Summer 2025",Qualcomm,"Holy, Santa Clara County",109715.73 - 109715.73,"Company: Qualcomm Technologies, Inc. Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: Before there were smart...",109715.73,109715.73,109715.73
Post Silicon Validation,"Hardware (CPU, GPU, SoC, Digital Design, DV) Engineering Internship - Summer 2025",Qualcomm,"San Diego, San Diego County",101920.27 - 101920.27,"Company: Qualcomm Technologies, Inc. Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: Before there were smart...",101920.27,101920.27,101920.27
Post Silicon Validation,"Hardware (CPU, GPU, SoC, Digital Design, DV) Engineering Internship - Summer 2025",Qualcomm,"Five Points, Wake County",96729.84 - 96729.84,"Company: Qualcomm Technologies, Inc. Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: Before there were smart...",96729.84,96729.84,96729.84
Post Silicon Validation,GPU Post-Silicon Engineering Program Manager,Apple,"Austin, Travis County",168209.05 - 168209.05,"Come and join the team that delivers the GPUs in the Mac, iPhone, iPad, Apple Watch, and Apple Vision products At Apple, we focus on innovative design...",168209.05,168209.05,168209.05
Post Silicon Validation,Staff RTL Core Engineer,Tenstorrent,US,Not listed,"Tenstorrent is leading the industry on cutting-edge AI technology, revolutionizing performance expectations, ease of use, and cost efficiency. With AI...",,,
Post Silicon Validation,SoC Architect,Meta,"International, King County",109993.57 - 109993.57,Summary: Meta is seeking a SoC Architect to join its silicon team within the Infrastructure organization which is responsible for designing and operat...,109993.57,109993.57,109993.57
Post Silicon Validation,SoC Silicon Debug Engineering Program Manager,Apple,"Austin, Travis County",152115.88 - 152115.88,"Do you want to use your engineering background to make a huge impact? Can you influence, connect, get results, and communicate optimally? Come to Appl...",152115.88,152115.88,152115.88
